Rayon,Grp de famille,Famille,Sous famille,DT,DR,Magasin,Barcode,Produit,Assort-typo,Nb jours sans ventes,Motif non détention,Stock UG,SMP,VMH mag,VMH nat,CA TTC mag 3 mois,CA TTC moy 3 mois Market,Potentiel gain mensuel
01 - EPICERIE,160 - PRODUITS CHIENS,160 - PRODUITS POUR CHIENS,160002 - PRODUITS SECS POUR CHIENS,DTF NORD EST,NORD F,LENS -ZOLA,7613287007025,12KG CROQ MIX ADULT POULE FIDO,DPK-2,352,Dépicking,0,1,null,3.570593485,null,961.183378768,320.394459589
01 - EPICERIE,015 - CAFES TORREFIES,015 - CAFES TORREFIES,015001 - CAFES GRAINS,DTF NORD EST,NORD F,LENS -ZOLA,8711000898949,1KG L OR ABSOLU BEANS,DPK-1,177,Dépicking,0,1,null,3.104080352,null,607.271620753,202.423873584
01 - EPICERIE,015 - CAFES TORREFIES,015 - CAFES TORREFIES,015001 - CAFES GRAINS,DTF NORD EST,CENTRE F.,LES AIX D'ANGILLON,3560071258054,1KG CAFE GR ARAB EQ CRF EXTRA,DPK-2,149,Dépicking,0,1,null,1.358498024,null,280.22886152,93.409620507
01 - EPICERIE,070 - CHIPS,070 - CHIPS,070002 - CHIPS AROMATISEES,DTF SUD EST,MRS-AVI F,LES ANGLES,3497911131126,250G CHIPS POULET BRAISE BRETS,DPK-1,580,Dépicking,0,3,null,7.285185185,null,212.838054679,70.946018226
01 - EPICERIE,161 - PRODUITS CHATS,161 - PRODUITS POUR CHATS,161001 - PRODUITS HUMIDES POUR CHATS,DTF SUD EST,MRS-AVI F,LES ANGLES,7613287335005,44X85G TENDRES EFFIL GELEE MIX,DPK-1,null,Dépicking,0,1,null,3.838500797,null,886.981233645,295.660411215
01 - EPICERIE,161 - PRODUITS CHATS,161 - PRODUITS POUR CHATS,161002 - PRODUITS SECS POUR CHATS,DTF SUD EST,MRS-AVI F,LES ANGLES,3560071001575,"7,5KG CROQ POULET/LEG CHAT CRF",DPK-1,null,Dépicking,0,2,null,3.783073852,null,485.677098214,161.892366071
01 - EPICERIE,120 - CONFITURES,120 - CONFITURES,120001 - COMPOTES,DTF GRAND OUEST,PAYS DE LA LOIRE F,LES SABLES -CASTELNA,3560070969852,12X90G GRD PANACHE SSA CRF BIO,DPK-1,18,Dépicking,5,1,0.233333333,3.29221902,6.49,197.984366419,65.994788806
01 - EPICERIE,105 - HUILES,105 - HUILES,105002 - HUILE TOURNESOL,DTF GRAND OUEST,PAYS DE LA LOIRE F,LES SABLES -CASTELNA,3560070340316,3L HUILE TOURNESOL SIMPL,DPK-1,null,Dépicking,0,2,null,6.155575813,null,445.413802727,148.471267576
01 - EPICERIE,160 - PRODUITS CHIENS,160 - PRODUITS POUR CHIENS,160002 - PRODUITS SECS POUR CHIENS,DTF GRAND OUEST,PAYS DE LA LOIRE F,LES SABLES -CASTELNA,7613287007025,12KG CROQ MIX ADULT POULE FIDO,DPK-2,null,Dépicking,0,1,null,3.570593485,null,961.183378768,320.394459589
01 - EPICERIE,105 - HUILES,105 - HUILES,105003 - MELANGE,DTF GRAND OUEST,PAYS DE LA LOIRE F,LES SABLES -CASTELNA,3560071138639,2L HUILE FRITURE CRF CLASSIC,DPK-1,null,Dépicking,0,1,null,4.409014675,null,295.7260161,98.5753387
01 - EPICERIE,070 - CHIPS,070 - CHIPS,070001 - CHIPS NATURES,DTF GRAND OUEST,PAYS DE LA LOIRE F,LES SABLES -CASTELNA,3497917000136,250G CHIPS NAT PAYSANNE BRET'S,DPK-2,196,Dépicking,0,1,null,6.523079968,null,198.181352113,66.060450704
01 - EPICERIE,045 - CONFISERIE,045 - CONFISERIE,045003 - CONFISERIE DE CHOCOLAT,DTF GRAND OUEST,PAYS DE LA LOIRE F,LES SABLES -CASTELNA,5000159557658,500G 10X TWIX,DPK-1,75,Dépicking,0,1,null,4.558840037,17.8,286.027394134,95.342464711
01 - EPICERIE,161 - PRODUITS CHATS,161 - PRODUITS POUR CHATS,161001 - PRODUITS HUMIDES POUR CHATS,DTF GRAND OUEST,PAYS DE LA LOIRE F,LES SABLES -CASTELNA,7613287335005,44X85G TENDRES EFFIL GELEE MIX,DPK-1,null,Dépicking,0,1,null,3.838500797,null,886.981233645,295.660411215
01 - EPICERIE,105 - HUILES,105 - HUILES,105005 - OLIVE,DTF GRAND OUEST,PAYS DE LA LOIRE F,LES SABLES -CASTELNA,3560070941346,1L HUILE OLIVE SIMPL,DPK-1,634,Dépicking,0,3,null,2.368821293,null,196.900068306,65.633356102
01 - EPICERIE,166 - ETHNIQUE,166 - ETHNIQUE,166003 - PRDTS EXOTIQUES AMERIQUE,DTF GRAND OUEST,PAYS DE LA LOIRE F,LES SABLES -CASTELNA,3560071253080,370G TORT WRAPS BLE CP CRF SEL,DPK-1,null,Dépicking,0,1,null,4.06745202,null,134.895939232,44.965313077
01 - EPICERIE,100 - TOUT POUR L'APERITIF,100 - TOUT POUR L'APERITIF,100001 - GRAINES ET MELANGES,DTF GRAND OUEST,PAYS DE LA LOIRE F,LES SABLES -CASTELNA,3327271206809,700G CACAHUETE GRILLEE SALEE,DPK-1,null,Dépicking,0,2,null,3.673820982,null,235.590629944,78.530209981
01 - EPICERIE,070 - CHIPS,070 - CHIPS,070001 - CHIPS NATURES,DTF GRAND OUEST,PAYS DE LA LOIRE F,LES SABLES -CASTELNA,3560070621347,6X30G CHIPS ONDULEES NATURE,DPK-2,null,Dépicking,0,1,null,7.912183236,null,190.632509381,63.544169794
01 - EPICERIE,161 - PRODUITS CHATS,161 - PRODUITS POUR CHATS,161001 - PRODUITS HUMIDES POUR CHATS,DTF GRAND OUEST,PAYS DE LA LOIRE F,LES SABLES -CASTELNA,3065890153707,48X85G WHISKAS CARTE MIX GELEE,DPK-1,null,Dépicking,0,1,null,2.771763602,null,698.511635359,232.837211786
01 - EPICERIE,015 - CAFES TORREFIES,015 - CAFES TORREFIES,015004 - DOSETTES SOUPLES CAFE ET AUTRE,DTF GRAND OUEST,PAYS DE LA LOIRE F,LES SABLES -CASTELNA,8711000681947,SENSEO CLASSIQ X72 PADS,DPK-1,null,Dépicking,0,1,null,6.38441247,null,853.043294118,284.347764706
01 - EPICERIE,070 - CHIPS,070 - CHIPS,070001 - CHIPS NATURES,DTF GRAND OUEST,PAYS DE LA LOIRE F,LES SABLES -CASTELNA,3560071245634,350G CHIPS NATURE LISSE,DPK-2,null,Dépicking,0,1,null,16.854876137,null,374.330397196,124.776799065
01 - EPICERIE,070 - CHIPS,070 - CHIPS,070002 - CHIPS AROMATISEES,DTF GRAND OUEST,PAYS DE LA LOIRE F,LES SABLES -CASTELNA,3497911131126,250G CHIPS POULET BRAISE BRETS,DPK-1,175,Dépicking,0,1,null,7.285185185,null,212.838054679,70.946018226
01 - EPICERIE,015 - CAFES TORREFIES,015 - CAFES TORREFIES,015004 - DOSETTES SOUPLES CAFE ET AUTRE,DTF GRAND OUEST,PAYS DE LA LOIRE F,LES SABLES -CASTELNA,8711000681978,SENSEO CORSE X72 PADS,DPK-1,null,Dépicking,0,1,null,5.548981002,null,749.937041667,249.979013889
01 - EPICERIE,135 - CONSERV.&HORS D'OEUV. POISSONS,135 - CONSERV.&HORS D'OEUV. POISSONS,135002 - THON,DTF GRAND OUEST,PAYS DE LA LOIRE F,LES SABLES -CASTELNA,3560071095826,2X1/4 LIST ENT NAT CRF CLA,DPK-1,null,Dépicking,0,1,null,6.567244145,null,276.419364334,92.139788111
01 - EPICERIE,161 - PRODUITS CHATS,161 - PRODUITS POUR CHATS,161002 - PRODUITS SECS POUR CHATS,DTF GRAND OUEST,PAYS DE LA LOIRE F,LES SABLES -CASTELNA,3560071001575,"7,5KG CROQ POULET/LEG CHAT CRF",DPK-1,null,Dépicking,0,1,null,3.783073852,null,485.677098214,161.892366071
01 - EPICERIE,166 - ETHNIQUE,166 - ETHNIQUE,166003 - PRDTS EXOTIQUES AMERIQUE,DTF GRAND OUEST,PAYS DE LA LOIRE F,LES SABLES -CASTELNA,3560071517441,620G TORT BLE WRA NAT X10 CRF,DPK-2,null,Dépicking,0,1,null,10.526265271,null,324.325984536,108.108661512
01 - EPICERIE,045 - CONFISERIE,045 - CONFISERIE,045003 - CONFISERIE DE CHOCOLAT,DTF GRAND OUEST,PAYS DE LA LOIRE F,LES SABLES -CASTELNA,8000500325384,60G KINDER JOY T3,DPK-1,299,Dépicking,0,1,null,11.552449109,null,577.857504125,192.619168042
01 - EPICERIE,161 - PRODUITS CHATS,161 - PRODUITS POUR CHATS,161002 - PRODUITS SECS POUR CHATS,DTF GRAND OUEST,PAYS DE LA LOIRE F,LES SABLES -GARLIERE,3560071001575,"7,5KG CROQ POULET/LEG CHAT CRF",DPK-1,null,Dépicking,0,1,null,3.783073852,null,485.677098214,161.892366071
01 - EPICERIE,115 - SUCRES,115 - SUCRES,115001 - SUCRES CLASSIQUES,DTF GRAND OUEST,PAYS DE LA LOIRE F,LES SABLES -GARLIERE,3174660000124,1KG SUCRE MRCX N4 BT B.SAY,DPK-2,143,Dépicking,0,5,null,18.75059952,null,458.027783929,152.675927976
01 - EPICERIE,161 - PRODUITS CHATS,161 - PRODUITS POUR CHATS,161001 - PRODUITS HUMIDES POUR CHATS,DTF GRAND OUEST,PAYS DE LA LOIRE F,LES SABLES -GARLIERE,3065890153707,48X85G WHISKAS CARTE MIX GELEE,DPK-1,278,Dépicking,2,1,null,2.771763602,null,698.511635359,232.837211786
01 - EPICERIE,065 - FARINES ET ASSIMILES,065 - FARINES ASSIMILES ET PUREE,065001 - FARINE DE BLE,DTF GRAND OUEST,PAYS DE LA LOIRE F,LES SABLES -GARLIERE,3068110702235,1KG FARINE BLE FRANCINE,DPK-1,2,Dépicking,-2,0,5.366666667,22.970980392,114.81,418.701611807,139.567203936
01 - EPICERIE,161 - PRODUITS CHATS,161 - PRODUITS POUR CHATS,161001 - PRODUITS HUMIDES POUR CHATS,DTF GRAND OUEST,PAYS DE LA LOIRE F,LES SABLES -GARLIERE,7613287335005,44X85G TENDRES EFFIL GELEE MIX,DPK-1,116,Dépicking,1,1,null,3.838500797,null,886.981233645,295.660411215
01 - EPICERIE,105 - HUILES,105 - HUILES,105005 - OLIVE,DTF GRAND OUEST,PAYS DE LA LOIRE F,LES SABLES -GARLIERE,6191509910014,75CL H.OLIVE ZRP T.DELYSSA,DPK-2,331,Dépicking,0,1,null,1.83672956,null,215.239485816,71.746495272
01 - EPICERIE,070 - CHIPS,070 - CHIPS,070001 - CHIPS NATURES,DTF SUD EST,OCCITANIE 3 F,LES VANS,3497917003151,125G BRET'S MOUTARDE MIEL,DPK-2,282,Dépicking,0,1,null,19.521123188,null,405.030386022,135.010128674
01 - EPICERIE,166 - ETHNIQUE,166 - ETHNIQUE,166002 - PRDTS EXOTIQUES ASIE,DTF GRAND OUEST,SUD OUEST F,LEZAT S/LEZE,8886303210238,200ML LAIT DE NOIX COCO KARA,DPK-2,189,Dépicking,0,3,null,15.622514928,null,269.820110532,89.940036844
01 - EPICERIE,120 - CONFITURES,120 - CONFITURES,120005 - PATES A TARTINER,DTI AUVERGNE RA,AUVERGNE RA R2 I,LEZOUX,8052575090346,250G NOCCIOLATA BIANCA BIO PAT,DPK-3,null,Dépicking,0,1,null,3.53996008,null,182.808882283,60.936294094
01 - EPICERIE,105 - HUILES,105 - HUILES,105005 - OLIVE,DTF NORD EST,CENTRE F.,LIGNIERES,3560071262174,25CL HUILE OLIVE BIO,DPK-1,null,Dépicking,0,1,null,3.637504205,null,178.018594595,59.339531532
01 - EPICERIE,070 - CHIPS,070 - CHIPS,070004 - CHIPS AUTRES,DTF NORD EST,CENTRE F.,LIGNIERES,3497917002451,120G BRETS CHIPS SARRASIN SEL,DPK-1,null,Dépicking,0,1,null,2.858333333,null,151.593312034,50.531104011
01 - EPICERIE,045 - CONFISERIE,045 - CONFISERIE,045003 - CONFISERIE DE CHOCOLAT,DTF NORD EST,CENTRE F.,LIGNIERES,8000500325384,60G KINDER JOY T3,DPK-1,294,Dépicking,0,1,null,11.552449109,null,577.857504125,192.619168042
01 - EPICERIE,015 - CAFES TORREFIES,015 - CAFES TORREFIES,015001 - CAFES GRAINS,DTF NORD EST,CENTRE F.,LIGNIERES,3261341004462,1KG CAFE GRAINS EXCELLENCE,DPK-1,372,Dépicking,0,1,null,2.326616915,null,536.054568017,178.684856006
01 - EPICERIE,070 - CHIPS,070 - CHIPS,070001 - CHIPS NATURES,DTF NORD EST,CENTRE F.,LIGNIERES,3497917003564,125G CHIPS CHEDDAR JALAPENO,DPK-1,97,Dépicking,0,1,null,6.653230769,null,145.024985743,48.341661914
01 - EPICERIE,135 - CONSERV.&HORS D'OEUV. POISSONS,135 - CONSERV.&HORS D'OEUV. POISSONS,135002 - THON,DTF NORD EST,CENTRE F.,LIGNIERES,3560071095826,2X1/4 LIST ENT NAT CRF CLA,DPK-1,652,Dépicking,0,1,null,6.567244145,null,276.419364334,92.139788111
01 - EPICERIE,110 - VINAIGRES,110 - VINAIGRES,110003 - VINAIGRES SPECIAUX,DTF NORD EST,CENTRE F.,LIGNIERES,3560070429080,25CL CREM VINAIG.BALS.CRF SEL,DPK-1,550,Dépicking,0,2,null,3.557321157,null,164.061512108,54.687170703
01 - EPICERIE,105 - HUILES,105 - HUILES,105005 - OLIVE,DTF NORD EST,CENTRE F.,LIGNIERES,6191509900671,75CL H.OLIVE TERRA DELYSSA,DPK-1,null,Dépicking,0,3,null,1.968232662,null,233.399038391,77.799679464
01 - EPICERIE,045 - CONFISERIE,045 - CONFISERIE,045001 - CONFISERIE DE SUCRE,DTF NORD EST,CENTRE F.,LIGNIERES,3103220033838,600G HAPPY BOX HARIBO,DPK-1,290,Dépicking,0,2,null,5.026361656,null,292.20282844,97.400942813
01 - EPICERIE,166 - ETHNIQUE,166 - ETHNIQUE,166003 - PRDTS EXOTIQUES AMERIQUE,DTF NORD EST,CENTRE F.,LIGNIERES,3560071517441,620G TORT BLE WRA NAT X10 CRF,DPK-2,227,Dépicking,0,1,null,10.526265271,null,324.325984536,108.108661512
01 - EPICERIE,090 - SAUCES ET CONDIMENTS,090 - SAUCES ET CONDIMENTS,090007 - SAUCES CHAUDES,DTF NORD EST,CENTRE F.,LIGNIERES,3560071537289,190G SAUCE PESTO ROSSO CRF CL,DPK-1,null,Dépicking,0,4,null,8.369678511,null,168.400157417,56.133385806
01 - EPICERIE,120 - CONFITURES,120 - CONFITURES,120005 - PATES A TARTINER,DTF NORD EST,CENTRE F.,LIGNIERES,8052575090254,650G NOCCIOLATA BIO PAT RIGONI,DPK-2,624,Dépicking,0,1,null,5.027272727,null,531.0865717,177.028857233
01 - EPICERIE,120 - CONFITURES,120 - CONFITURES,120005 - PATES A TARTINER,DTF NORD EST,CENTRE F.,LIGNIERES,3017620425035,1KG NUTELLA,DPK-1,1,Dépicking,0,1,11.2,36.798897825,528.44,4502.027845536,1500.675948512
01 - EPICERIE,"095 - SELS, POIVRES ET EPICES","095 - SELS, POIVRES ET EPICES",095001 - SELS,DTF NORD EST,CENTRE F.,LIGNIERES,3183280033290,BV 350GR BALEINE ESSENT. -30%,DPK-1,null,Dépicking,0,1,null,3.719938272,null,139.063268382,46.354422794
01 - EPICERIE,135 - CONSERV.&HORS D'OEUV. POISSONS,135 - CONSERV.&HORS D'OEUV. POISSONS,135002 - THON,DTF NORD EST,CENTRE F.,LIGNIERES,3560070811762,3 X 1/4 THON ALBACO PREC CRF C,DPK-1,3,Dépicking,15,12,1.4,7.483393829,99.36,399.239503578,133.079834526
01 - EPICERIE,015 - CAFES TORREFIES,015 - CAFES TORREFIES,015001 - CAFES GRAINS,DTF NORD EST,EST F,LIGNY EN BARROIS,3560071258054,1KG CAFE GR ARAB EQ CRF EXTRA,DPK-2,283,Dépicking,0,1,null,1.358498024,null,280.22886152,93.409620507
01 - EPICERIE,015 - CAFES TORREFIES,015 - CAFES TORREFIES,015005 - DOSETTE RIGIDE CAFE ET AUTRES,DTF NORD EST,EST F,LIGNY EN BARROIS,8711000705001,L'OR ESPRESSO DELIZIOSO X50,DPK-1,28,Dépicking,4,7,null,5.400886037,null,1034.645764279,344.881921426
01 - EPICERIE,105 - HUILES,105 - HUILES,105005 - OLIVE,DTF NORD EST,EST F,LIGNY EN BARROIS,6191509910014,75CL H.OLIVE ZRP T.DELYSSA,DPK-2,337,Dépicking,0,1,null,1.83672956,null,215.239485816,71.746495272
01 - EPICERIE,166 - ETHNIQUE,166 - ETHNIQUE,166003 - PRDTS EXOTIQUES AMERIQUE,DTF NORD EST,EST F,LIGNY EN BARROIS,3560071253080,370G TORT WRAPS BLE CP CRF SEL,DPK-1,343,Dépicking,0,1,null,4.06745202,null,134.895939232,44.965313077
01 - EPICERIE,015 - CAFES TORREFIES,015 - CAFES TORREFIES,015001 - CAFES GRAINS,DTF NORD EST,NORD F,LILLE -FIVES,3560071258054,1KG CAFE GR ARAB EQ CRF EXTRA,DPK-2,84,Dépicking,0,2,null,1.358498024,17.69,280.22886152,93.409620507
01 - EPICERIE,100 - TOUT POUR L'APERITIF,100 - TOUT POUR L'APERITIF,100001 - GRAINES ET MELANGES,DTF NORD EST,NORD F,LILLE -FIVES,3327271206809,700G CACAHUETE GRILLEE SALEE,DPK-1,6,Dépicking,3,3,4.2,3.673820982,222.75,235.590629944,78.530209981
01 - EPICERIE,070 - CHIPS,070 - CHIPS,070001 - CHIPS NATURES,DTI NORD NORMANDIE,NORD  NORMANDIE R2 I,LILLE -MOSELLE,3497917000136,250G CHIPS NAT PAYSANNE BRET'S,DPK-2,405,Dépicking,0,1,null,6.523079968,null,198.181352113,66.060450704
01 - EPICERIE,161 - PRODUITS CHATS,161 - PRODUITS POUR CHATS,161005 - LITIERES,DTI NORD NORMANDIE,NORD  NORMANDIE R2 I,LILLERS -DEKEISER,3760060015990,"3,95L TRANQ SILICECRISTA CHARB",DPK-2,9,Dépicking,11,3,1.166666667,4.76078905,32.25,324.208665116,108.069555039
01 - EPICERIE,120 - CONFITURES,120 - CONFITURES,120005 - PATES A TARTINER,DTI NORD NORMANDIE,NORD  NORMANDIE R2 I,LILLERS -DEKEISER,8052575090346,250G NOCCIOLATA BIANCA BIO PAT,DPK-3,null,Dépicking,0,4,null,3.53996008,null,182.808882283,60.936294094
01 - EPICERIE,070 - CHIPS,070 - CHIPS,070001 - CHIPS NATURES,DTF NORD EST,CENTRE F.,LIMOGES -PAGUENAUD,3497917000136,250G CHIPS NAT PAYSANNE BRET'S,DPK-2,244,Dépicking,null,1,null,6.523079968,null,198.181352113,66.060450704
01 - EPICERIE,161 - PRODUITS CHATS,161 - PRODUITS POUR CHATS,161005 - LITIERES,DTF NORD EST,CENTRE F.,LIMOGES -PAGUENAUD,3760060015990,"3,95L TRANQ SILICECRISTA CHARB",DPK-2,18,Dépicking,0,1,0.233333333,4.76078905,77.4,324.208665116,108.069555039
01 - EPICERIE,155 - PRODUITS DIETETIQUES,155 - PRODUITS DIETETIQUES BIO,155006 - BIO CAFE,DTF NORD EST,CENTRE F.,LIMOGES -ROUSSILLON,3700110003713,1KG CAFE PUR ARABICA GR BIO,DPK-1,null,Dépicking,null,1,null,1.908540256,null,405.987503198,135.329167733
01 - EPICERIE,161 - PRODUITS CHATS,161 - PRODUITS POUR CHATS,161005 - LITIERES,DTF NORD EST,CENTRE F.,LIMOGES -ROUSSILLON,3760060015990,"3,95L TRANQ SILICECRISTA CHARB",DPK-2,80,Dépicking,-1,1,null,4.76078905,12.9,324.208665116,108.069555039
01 - EPICERIE,160 - PRODUITS CHIENS,160 - PRODUITS POUR CHIENS,160002 - PRODUITS SECS POUR CHIENS,DTF IDF NORMANDIE,PARIS NORD F,LIVRY GARGAN -MAG,7613287007025,12KG CROQ MIX ADULT POULE FIDO,DPK-2,null,Dépicking,0,2,null,3.570593485,null,961.183378768,320.394459589
01 - EPICERIE,045 - CONFISERIE,045 - CONFISERIE,045003 - CONFISERIE DE CHOCOLAT,DTF SUD EST,BOURGOGNE  FC F,LONS LE SAUNIER,8000500325384,60G KINDER JOY T3,DPK-1,68,Dépicking,1,1,null,11.552449109,24.44,577.857504125,192.619168042
01 - EPICERIE,115 - SUCRES,115 - SUCRES,115001 - SUCRES CLASSIQUES,DTF SUD EST,AUVERGNE RA F,LORETTE,3174660000124,1KG SUCRE MRCX N4 BT B.SAY,DPK-2,566,Dépicking,0,2,null,18.75059952,null,458.027783929,152.675927976
01 - EPICERIE,161 - PRODUITS CHATS,161 - PRODUITS POUR CHATS,161005 - LITIERES,DTF SUD EST,AUVERGNE RA F,LORETTE,3760060015990,"3,95L TRANQ SILICECRISTA CHARB",DPK-2,442,Dépicking,0,1,null,4.76078905,null,324.208665116,108.069555039
01 - EPICERIE,105 - HUILES,105 - HUILES,105005 - OLIVE,DTF SUD EST,AUVERGNE RA F,LORETTE,6191509910014,75CL H.OLIVE ZRP T.DELYSSA,DPK-2,null,Dépicking,0,1,null,1.83672956,null,215.239485816,71.746495272
01 - EPICERIE,070 - CHIPS,070 - CHIPS,070004 - CHIPS AUTRES,DTF GRAND OUEST,BRETAGNE F,LORIENT -ORIENTIS,3497917002451,120G BRETS CHIPS SARRASIN SEL,DPK-1,239,Dépicking,0,1,null,2.858333333,null,151.593312034,50.531104011
01 - EPICERIE,161 - PRODUITS CHATS,161 - PRODUITS POUR CHATS,161005 - LITIERES,DTF GRAND OUEST,BRETAGNE F,LORIENT -ORIENTIS,3616475746113,5L LITIERE SILICE CHAT CRF COM,DPK-1,null,Dépicking,0,1,null,9.388336403,null,576.369734787,192.123244929
01 - EPICERIE,100 - TOUT POUR L'APERITIF,100 - TOUT POUR L'APERITIF,100001 - GRAINES ET MELANGES,DTF GRAND OUEST,BRETAGNE F,LORIENT -ORIENTIS,3327271206809,700G CACAHUETE GRILLEE SALEE,DPK-1,null,Dépicking,0,2,null,3.673820982,null,235.590629944,78.530209981
01 - EPICERIE,161 - PRODUITS CHATS,161 - PRODUITS POUR CHATS,161005 - LITIERES,DTF GRAND OUEST,BRETAGNE F,LORIENT -ORIENTIS,3270190696650,"13,4L LITIERE MIN ABS CRF COMP",DPK-1,154,Dépicking,0,0,null,14.464727609,null,786.612487603,262.204162534
01 - EPICERIE,160 - PRODUITS CHIENS,160 - PRODUITS POUR CHIENS,160002 - PRODUITS SECS POUR CHIENS,DTF GRAND OUEST,BRETAGNE F,LORIENT -ORIENTIS,7613287007025,12KG CROQ MIX ADULT POULE FIDO,DPK-2,null,Dépicking,0,0,null,3.570593485,null,961.183378768,320.394459589
01 - EPICERIE,110 - VINAIGRES,110 - VINAIGRES,110001 - VINAIGRE D'ALCOOL,DTF GRAND OUEST,BRETAGNE F,LORIENT -ORIENTIS,3560071262297,5L VINAIGRE BLC 10% CRF CLASS,DPK-3,null,Dépicking,0,1,null,4.481100393,null,219.638267725,73.212755908
01 - EPICERIE,015 - CAFES TORREFIES,015 - CAFES TORREFIES,015001 - CAFES GRAINS,DTF GRAND OUEST,BRETAGNE F,LORIENT -ORIENTIS,8000070063334,1KG CN GRAIN CLASSIC RFA,DPK-1,null,Dépicking,0,2,null,1.980535055,null,866.389077199,288.796359066
01 - EPICERIE,015 - CAFES TORREFIES,015 - CAFES TORREFIES,015004 - DOSETTES SOUPLES CAFE ET AUTRE,DTF GRAND OUEST,BRETAGNE F,LORIENT -ORIENTIS,8711000681978,SENSEO CORSE X72 PADS,DPK-1,null,Dépicking,0,1,null,5.548981002,null,749.937041667,249.979013889
01 - EPICERIE,135 - CONSERV.&HORS D'OEUV. POISSONS,135 - CONSERV.&HORS D'OEUV. POISSONS,135002 - THON,DTF GRAND OUEST,BRETAGNE F,LORIENT -ORIENTIS,3560071329716,1/3 THON ALBACORE NAT,DPK-1,null,Dépicking,0,1,null,5.904216682,null,205.801487203,68.600495734
01 - EPICERIE,090 - SAUCES ET CONDIMENTS,090 - SAUCES ET CONDIMENTS,090007 - SAUCES CHAUDES,DTF GRAND OUEST,BRETAGNE F,LORIENT -ORIENTIS,3560070309542,700G PUREE DE TOMATE CRF,DPK-1,null,Dépicking,0,1,null,12.039536284,null,203.922430368,67.974143456
01 - EPICERIE,005 - PANIFICATION SECHE,005 - PANIFICATION SECHE,005003 - GRILLES SUEDOIS,DTF GRAND OUEST,BRETAGNE F,LORIENT -ORIENTIS,7311070032611,425G SANS SUCRE COMPLET KRISPR,DPK-1,null,Dépicking,0,1,null,5.426446281,null,233.556608145,77.852202715
01 - EPICERIE,015 - CAFES TORREFIES,015 - CAFES TORREFIES,015005 - DOSETTE RIGIDE CAFE ET AUTRES,DTF GRAND OUEST,BRETAGNE F,LORIENT -ORIENTIS,8711000705032,L'OR ESPRESSO FORZA CAPS X50,DPK-1,39,Dépicking,0,1,null,5.207614679,291.8,1011.288338434,337.096112811
01 - EPICERIE,010 - BISCUITS SUCRES,010 - BISCUITS SUCRES,010001 - BISCUITS AUX OEUFS,DTF GRAND OUEST,BRETAGNE F,LORIENT -ORIENTIS,3178530404678,250G BISCUITS CUILLERE BONNE M,DPK-2,null,Dépicking,0,2,null,5.399447154,null,292.8549343,97.618311433
01 - EPICERIE,155 - PRODUITS DIETETIQUES,155 - PRODUITS DIETETIQUES BIO,155006 - BIO CAFE,DTF GRAND OUEST,BRETAGNE F,LORIENT -ORIENTIS,3700110003713,1KG CAFE PUR ARABICA GR BIO,DPK-1,336,Dépicking,0,1,null,1.908540256,null,405.987503198,135.329167733
01 - EPICERIE,161 - PRODUITS CHATS,161 - PRODUITS POUR CHATS,161002 - PRODUITS SECS POUR CHATS,DTF GRAND OUEST,BRETAGNE F,LORIENT -ORIENTIS,3560071001575,"7,5KG CROQ POULET/LEG CHAT CRF",DPK-1,null,Dépicking,0,2,null,3.783073852,null,485.677098214,161.892366071
01 - EPICERIE,120 - CONFITURES,120 - CONFITURES,120005 - PATES A TARTINER,DTF GRAND OUEST,BRETAGNE F,LORIENT -ORIENTIS,8052575090230,250G NOCCIOLATA PAT BIO,DPK-2,null,Dépicking,0,2,null,9.303363914,null,303.79198778,101.263995927
01 - EPICERIE,120 - CONFITURES,120 - CONFITURES,120001 - COMPOTES,DTF GRAND OUEST,BRETAGNE F,LORIENT -ORIENTIS,3560070969852,12X90G GRD PANACHE SSA CRF BIO,DPK-1,null,Dépicking,0,1,null,3.29221902,null,197.984366419,65.994788806
01 - EPICERIE,115 - SUCRES,115 - SUCRES,115001 - SUCRES CLASSIQUES,DTF GRAND OUEST,BRETAGNE F,LORIENT -ORIENTIS,3174660000124,1KG SUCRE MRCX N4 BT B.SAY,DPK-2,103,Dépicking,0,0,null,18.75059952,null,458.027783929,152.675927976
01 - EPICERIE,015 - CAFES TORREFIES,015 - CAFES TORREFIES,015005 - DOSETTE RIGIDE CAFE ET AUTRES,DTF GRAND OUEST,BRETAGNE F,LORIENT -ORIENTIS,8711000705094,L'OR ESPRESSO RISTRETTO X50,DPK-1,39,Dépicking,0,1,null,5.756706753,291.8,1215.143761343,405.047920448
01 - EPICERIE,105 - HUILES,105 - HUILES,105005 - OLIVE,DTF GRAND OUEST,OCCITANIE F,LOURDES,6191509900855,"HO VIERGE EXTRA BIO 0,75L",DPK-2,636,Dépicking,null,1,null,2.474120956,null,320.608956827,106.869652276
01 - EPICERIE,070 - CHIPS,070 - CHIPS,070003 - CHIPS ANCIENNE,DTF GRAND OUEST,OCCITANIE F,LOURDES,3497917000075,250G CRAQUANTE NATURE BRETS,DPK-3,null,Dépicking,null,1,null,6.357424714,null,225.703479263,75.234493088
01 - EPICERIE,015 - CAFES TORREFIES,015 - CAFES TORREFIES,015001 - CAFES GRAINS,DTF GRAND OUEST,OCCITANIE F,LOURDES,3560071258054,1KG CAFE GR ARAB EQ CRF EXTRA,DPK-2,376,Dépicking,null,1,null,1.358498024,null,280.22886152,93.409620507
